id,gender,age,recency,frequency,amount,tau,treatment_rate,treatment,y0,y1,outcome
38082,m,19,21,2,7440,288,0.36660644125309544,1,7440,7728,7771
38083,m,18,8,8,12349,245,0.6924462871312724,1,12349,12594,13369
38084,f,34,5,2,8255,1687,0.11446294631485725,0,8255,9942,7572
38085,m,27,14,4,10099,1346,0.42013949184974525,0,10099,11445,9840
38086,f,22,2,9,13834,307,0.5073706089706442,0,13834,14141,12952
38087,f,39,11,10,14311,636,0.033852497055303146,0,14311,14947,14692
38088,m,46,12,12,16267,104,0.0,0,16267,16371,16792
38089,f,35,9,4,8607,1803,0.08987338340033545,0,8607,10410,8991
38090,f,39,13,7,13463,920,0.05431973722586611,0,13463,14383,13029
38091,m,25,13,6,11187,993,0.5956181736392068,1,11187,12180,11972
38092,m,26,11,4,10045,1212,0.5539263714101386,0,10045,11257,10261
38093,f,18,19,9,13047,198,0.596513382850315,0,13047,13245,13709
38094,f,41,4,8,14746,451,0.02828635532796754,0,14746,15197,14516
38095,m,37,9,6,13011,1167,0.07444394388285155,0,13011,14178,11995
38096,m,30,14,2,8620,1548,0.25056718107191883,0,8620,10168,8141
38097,m,43,4,6,11913,1092,0.024765904277485623,0,11913,13005,11528
38098,f,35,0,2,9609,1985,0.13667447834481578,0,9609,11594,9398
38099,f,31,12,4,12469,1281,0.27151040034197516,0,12469,13750,12543
38100,m,42,17,4,10967,1398,0.030001112521364066,0,10967,12365,11832
38101,m,26,13,5,10035,1212,0.553208834647619,1,10035,11247,11529
38102,m,26,9,5,10840,1163,0.5789932254105173,1,10840,12003,12053
38103,m,26,7,5,11976,970,0.590221845123251,0,11976,12946,12102
38104,m,19,6,3,8870,385,0.5275096556671107,1,8870,9255,9292
38105,m,48,17,4,10111,703,0.006520095739662688,0,10111,10814,10710
38106,m,21,24,1,6038,252,0.19741369233089093,1,6038,6290,6184
38107,f,28,14,6,12397,1065,0.4295883395170754,1,12397,13462,12455
38108,f,33,7,6,11105,1816,0.19193702793447012,1,11105,12921,13263
38109,f,36,13,5,11766,1661,0.12119408126057375,0,11766,13427,11034
38110,f,36,10,4,11051,1862,0.13019864940475243,0,11051,12913,11617
38111,m,18,9,6,11297,304,0.7119172699856393,1,11297,11601,11654
38112,m,18,7,5,10016,335,0.6449099505377048,0,10016,10351,9769
38113,m,34,4,5,12678,1322,0.12357616853043601,0,12678,14000,12267
38114,m,46,8,9,13235,524,0.00908676526538213,0,13235,13759,13291
38115,f,45,2,5,11936,870,0.04954871460646046,0,11936,12806,12781
38116,m,42,15,5,12474,1043,0.029799987691448267,0,12474,13517,12637
38117,m,28,16,8,13784,658,0.28435697728184467,1,13784,14442,14946
38118,f,26,8,7,14015,488,0.38495811799557206,0,14015,14503,13398
38119,f,18,16,6,10680,326,0.7013919521444768,1,10680,11006,11459
38120,m,36,16,0,3259,162,0.02883834263042745,0,3259,3421,4019
38121,m,39,18,7,12843,1145,0.035038488983913096,0,12843,13988,12883
38122,m,33,11,6,15447,368,0.038436027424571466,0,15447,15815,14586
38123,f,41,11,9,14955,402,0.0,0,14955,15357,14961
38124,f,37,0,7,13869,838,0.05709368357474813,0,13869,14707,13789
38125,f,35,13,5,12369,1453,0.14211373277398492,0,12369,13822,12785
38126,f,30,4,3,9953,1713,0.33223948024604816,0,9953,11666,9830
38127,m,18,4,5,11899,273,0.696757746465798,1,11899,12172,12285
38128,m,30,17,6,10710,1662,0.3421702521803506,0,10710,12372,10678
38129,f,18,16,3,9439,330,0.6148038971042378,1,9439,9769,10361
38130,m,30,17,7,13465,869,0.26656458294302543,1,13465,14334,14223
38131,m,18,18,2,8995,318,0.5444907617815721,0,8995,9313,10101
38132,f,28,14,3,8762,1362,0.30558230163523803,0,8762,10124,8333
38133,f,36,0,6,11570,1724,0.08703785121182751,0,11570,13294,11000
38134,f,18,1,6,10785,323,0.6779813801323127,1,10785,11108,10986
38135,m,35,15,5,12251,1498,0.10575569347591124,0,12251,13749,11755
38136,m,22,8,2,8849,657,0.5370689392851253,1,8849,9506,9683
38137,m,33,13,3,9118,1873,0.11937396567334971,1,9118,10991,11161
38138,f,28,11,4,12463,1046,0.420031729573959,0,12463,13509,13601
38139,m,28,5,4,10998,1393,0.49385119293046836,1,10998,12391,12714
38140,m,42,2,3,10166,1474,0.0,0,10166,11640,10558
38141,m,37,4,5,11623,1676,0.0729319568998097,0,11623,13299,11900
38142,f,18,14,4,10965,318,0.7438547888796958,0,10965,11283,10402
38143,f,22,3,2,8717,645,0.495237664942214,0,8717,9362,8210
38144,f,25,0,3,11358,969,0.6067403139438494,1,11358,12327,12690
38145,m,44,14,1,6378,592,0.009189126156032703,0,6378,6970,5859
38146,f,26,14,4,9256,1179,0.47359909199534844,0,9256,10435,8993
38147,m,19,12,5,10366,408,0.7272044176370505,1,10366,10774,10981
38148,m,27,1,6,12767,872,0.4535513060951052,0,12767,13639,12563
38149,f,25,22,1,6710,597,0.21806049780347048,0,6710,7307,7536
38150,m,24,6,8,14582,290,0.35955440811455497,1,14582,14872,14970
38151,f,30,11,5,11292,1555,0.35037361316437066,0,11292,12847,11648
38152,f,37,8,5,12784,1257,0.07020560321459499,0,12784,14041,13178
38153,m,36,9,3,9285,1936,0.06531353550970474,0,9285,11221,8608
38154,m,46,14,10,16068,120,0.0010690505557527394,0,16068,16188,16195
38155,f,35,13,4,12187,1522,0.10657554713633406,0,12187,13709,12416
38156,f,36,0,3,9525,1965,0.07048923588458027,1,9525,11490,10324
38157,m,32,11,2,9275,1841,0.1676274113318794,0,9275,11116,9451
38158,m,24,3,3,9842,946,0.5787659417833019,1,9842,10788,10779
38159,m,25,0,2,9009,1024,0.466894105086178,0,9009,10033,8409
38160,m,19,0,4,11362,369,0.709905339151262,1,11362,11731,11626
38161,f,18,12,4,11004,316,0.7297901690393056,1,11004,11320,11081
38162,f,36,10,4,11434,1764,0.12337288901120327,0,11434,13198,10786
38163,f,33,14,7,13768,875,0.14412006359141502,0,13768,14643,13909
38164,m,18,13,3,8048,273,0.4244453621646056,1,8048,8321,7818
38165,m,33,12,6,12448,1387,0.15874039832362236,0,12448,13835,12584
38166,f,33,5,6,11494,1715,0.1997938364596115,0,11494,13209,11717
38167,m,37,13,5,11794,1622,0.1333043447115026,1,11794,13416,13621
38168,f,26,3,8,14551,378,0.2937714183582917,0,14551,14929,15001
38169,f,23,7,6,12047,647,0.6927671013188768,0,12047,12694,12506
38170,m,24,10,4,8284,809,0.40659021002588536,0,8284,9093,7586
38171,m,38,17,6,11624,1625,0.08428526286304591,0,11624,13249,12026
38172,m,39,15,11,16129,220,0.004122576267624441,0,16129,16349,17022
38173,f,21,13,4,9865,596,0.6425183578530566,0,9865,10461,9702
38174,m,30,21,9,15025,414,0.16872799145931816,0,15025,15439,14118
38175,f,26,22,7,11821,1003,0.5570967552741091,1,11821,12824,12563
38176,m,24,12,4,10883,904,0.6550179541723976,1,10883,11787,12115
38177,m,34,16,4,11324,1795,0.172183749310586,1,11324,13119,13532
38178,f,31,11,1,8065,1480,0.15593686210092683,0,8065,9545,7973
38179,m,18,11,6,11112,312,0.7357463836443816,1,11112,11424,11418
38180,m,32,8,8,14486,609,0.1557018275794062,0,14486,15095,15021
38181,m,45,6,3,11373,967,0.012679200263215689,0,11373,12340,11926
38182,m,30,16,5,9601,1701,0.331437384843083,0,9601,11302,9189
38183,m,44,17,2,8967,1146,0.01918484018615447,0,8967,10113,9120
38184,m,33,10,7,11545,1700,0.18752617314648004,0,11545,13245,10462
38185,m,50,9,4,10046,498,0.0,0,10046,10544,9813
38186,f,50,8,4,10119,498,0.0,0,10119,10617,9404
38187,m,50,9,5,11586,431,0.010659496002700258,0,11586,12017,11498
38188,m,37,7,6,12897,1212,0.05686535048429735,0,12897,14109,13599
38189,f,32,12,7,13958,782,0.18761505667530592,0,13958,14740,13573
38190,f,18,5,2,8316,288,0.4627633222879227,0,8316,8604,8974
38191,m,18,11,7,12994,202,0.6208027492389669,1,12994,13196,12985
38192,f,44,12,3,9062,1158,0.0003347201975177922,0,9062,10220,8947
38193,m,21,16,2,9250,579,0.5785003233276081,1,9250,9829,10469
38194,m,45,1,6,9562,1068,0.018819783154775976,0,9562,10630,9547
38195,m,23,11,4,11853,675,0.7105687636147607,1,11853,12528,12403
38196,m,18,0,3,10402,332,0.6712515642248388,1,10402,10734,10621
38197,m,21,6,5,11851,490,0.7429410744268536,1,11851,12341,12789
38198,f,18,16,7,14394,113,0.39458533378005434,1,14394,14507,15034
38199,m,45,11,6,10905,1027,0.0,0,10905,11932,10526
38200,f,27,5,12,16521,124,0.10938126239796829,0,16521,16645,16811
38201,m,27,11,3,9879,1346,0.4944086309326367,1,9879,11225,10681
38202,f,25,9,3,9877,1078,0.5667737513360729,1,9877,10955,11028
38203,m,30,16,5,10599,1676,0.35056709285760096,0,10599,12275,10587
38204,m,33,13,8,14166,734,0.09521369035607827,1,14166,14900,15323
38205,m,24,10,5,11678,806,0.6221584520051543,0,11678,12484,11800
38206,m,18,16,2,7457,236,0.33034368309514683,0,7457,7693,6933
38207,m,18,3,5,10893,320,0.7298109967501253,1,10893,11213,11099
38208,f,21,7,3,8229,503,0.44924598003151855,1,8229,8732,8048
38209,m,18,0,4,9772,335,0.6423381129150845,0,9772,10107,10165
38210,f,43,25,8,14748,379,0.0,0,14748,15127,14757
38211,f,25,4,4,11478,950,0.6136305583579318,1,11478,12428,12598
38212,m,18,8,6,12394,242,0.7047419052350368,1,12394,12636,12202
38213,m,34,0,6,13372,1045,0.1382770301151958,0,13372,14417,13514
38214,f,22,15,1,7792,541,0.3843678373419307,0,7792,8333,8069
38215,f,40,5,5,11247,1565,0.03795035333205405,0,11247,12812,11478
38216,m,23,11,6,12359,598,0.6305215901992111,0,12359,12957,11644
38217,m,26,8,12,16749,94,0.12265543325413579,0,16749,16843,16814
38218,m,52,12,7,11758,281,0.010248462080844171,0,11758,12039,10256
38219,m,31,6,4,9607,1798,0.23731597298450582,0,9607,11405,9440
38220,f,30,22,6,11096,1597,0.3607092884887805,0,11096,12693,10607
38221,m,31,9,8,12146,1393,0.27760499220987356,0,12146,13539,12640
38222,m,24,14,2,7542,682,0.2981742279734521,1,7542,8224,8542
38223,m,51,7,6,11882,336,0.0,0,11882,12218,12293
38224,m,21,8,5,12537,413,0.6989038264542282,1,12537,12950,13057
38225,m,43,7,3,9651,1339,0.02037404394353906,0,9651,10990,10452
38226,m,26,16,4,9282,1181,0.45622832009133274,0,9282,10463,9987
38227,f,25,7,7,13005,646,0.5332234887475112,1,13005,13651,13359
38228,f,24,0,5,11195,871,0.6505887897672566,1,11195,12066,12662
38229,m,18,15,4,9424,330,0.6099497686459674,0,9424,9754,9297
38230,m,26,8,1,6617,649,0.19690426059019364,0,6617,7266,6982
38231,m,38,6,7,14212,696,0.04304693601782417,0,14212,14908,14858
38232,f,30,0,5,10377,1698,0.2920707557172443,0,10377,12075,10235
38233,f,18,15,13,14249,121,0.4198880174106544,1,14249,14370,15129
38234,m,36,16,3,10453,1962,0.09769090290106187,0,10453,12415,9915
38235,f,29,0,5,11055,1500,0.384174249309881,0,11055,12555,11182
38236,f,27,8,7,14352,463,0.28207213933031183,1,14352,14815,15168
38237,f,18,12,2,7939,267,0.4175714513650031,0,7939,8206,8088
38238,f,24,10,2,8398,825,0.4338375447128816,0,8398,9223,8970
38239,m,29,10,5,12316,1179,0.3823916076297845,0,12316,13495,11481
38240,m,29,9,3,8339,1381,0.29110995179394555,0,8339,9720,8571
38241,m,38,12,2,9246,1837,0.06338569165205946,0,9246,11083,9399
38242,f,18,17,3,8861,313,0.5147649787446253,1,8861,9174,8434
38243,f,21,8,2,9223,578,0.6048800657032265,0,9223,9801,10690
38244,m,27,3,3,9175,1300,0.4165778817932743,0,9175,10475,8956
38245,m,34,9,8,13993,809,0.12685581896281878,0,13993,14802,15004
38246,m,31,8,5,11357,1628,0.26732991003937684,0,11357,12985,11654
38247,m,28,15,3,10174,1474,0.4358585497696581,0,10174,11648,10177
38248,m,40,15,8,13673,800,0.052991861880567086,0,13673,14473,13956
38249,m,67,2,2,7873,2,0.003000012576058321,0,7873,7875,8326
38250,m,28,1,4,12318,1088,0.39961216831997814,0,12318,13406,12353
38251,f,44,6,4,10714,1176,0.025183269345500987,0,10714,11890,10748
38252,m,48,14,3,10308,700,0.016556234909209475,0,10308,11008,10045
38253,m,24,18,2,10546,930,0.6342025975154808,1,10546,11476,11138
38254,m,32,3,3,10297,1880,0.21368913953831814,0,10297,12177,10913
38255,m,18,7,6,9511,332,0.6105712743030591,1,9511,9843,9524
38256,m,27,1,7,12355,982,0.452818835511675,0,12355,13337,11525
38257,m,36,7,4,9888,1986,0.07910137686159148,0,9888,11874,9872
38258,f,27,16,4,11525,1178,0.5067934224835998,1,11525,12703,12299
38259,f,32,4,3,9862,1890,0.16565376822516967,0,9862,11752,10548
38260,m,35,6,4,11912,1622,0.10550424105703225,0,11912,13534,11698
38261,m,33,6,5,12288,1448,0.19435815577222182,0,12288,13736,12547
38262,m,33,9,5,12285,1449,0.20042151145117354,0,12285,13734,12486
38263,m,33,3,3,8872,1824,0.13301561268030634,0,8872,10696,8898
38264,m,34,11,7,13649,937,0.10084334767413293,0,13649,14586,13921
38265,m,32,11,4,12114,1465,0.2543233946865884,0,12114,13579,11293
38266,f,23,5,5,10004,822,0.6303532965256463,1,10004,10826,11124
38267,f,18,11,7,12103,260,0.7112666750145772,1,12103,12363,12218
38268,m,30,1,7,13399,892,0.28375123534608865,1,13399,14291,14229
38269,f,23,0,2,8517,731,0.4650269919830894,1,8517,9248,9976
38270,m,44,16,4,12264,905,0.03589793180063716,0,12264,13169,12562
38271,f,18,4,7,13044,198,0.6228727679609111,0,13044,13242,12943
38272,m,25,15,7,13220,600,0.4908477498781776,1,13220,13820,13499
38273,f,37,10,3,10781,1881,0.06634416845853976,0,10781,12662,11647
38274,f,18,13,4,10816,322,0.720173766765798,1,10816,11138,11032
38275,f,22,19,4,10453,695,0.7296347702776682,1,10453,11148,11686
38276,f,26,2,4,10328,1204,0.5541641690075498,1,10328,11532,11535
38277,f,48,10,7,14035,281,0.0,0,14035,14316,14099
38278,m,26,7,4,9978,1213,0.5150284597000441,1,9978,11191,10992
38279,f,34,8,3,9932,1987,0.15156001336954295,1,9932,11919,12289
38280,m,28,10,3,8761,1362,0.30349278055643575,0,8761,10123,8602
38281,f,26,4,10,15374,239,0.19440714596980876,0,15374,15613,15250
38282,m,43,5,4,12092,1049,0.016598715037510047,0,12092,13141,12220
38283,m,19,8,2,7313,278,0.3360361881606384,0,7313,7591,7251
38284,f,31,3,9,14215,666,0.17375568108634687,0,14215,14881,15090
38285,m,32,9,4,10452,1867,0.21332667124415133,0,10452,12319,10078
38286,f,43,15,5,12778,869,0.0006236276891597847,0,12778,13647,12865
38287,m,28,5,4,12015,1171,0.4475536466950625,0,12015,13186,11629
38288,f,18,11,7,11957,269,0.6878050012092717,0,11957,12226,11650
38289,m,18,10,4,7346,229,0.266276322389617,0,7346,7575,7116
38290,m,20,7,3,10380,494,0.7157884717048605,0,10380,10874,10666
38291,m,39,22,1,7539,1304,0.010512627678282304,0,7539,8843,8280
38292,m,26,12,3,9753,1209,0.46209768381255045,0,9753,10962,9285
38293,m,36,5,7,14098,771,0.06835377965690767,0,14098,14869,13622
38294,m,47,12,5,11410,732,0.001519005188820378,0,11410,12142,11392
38295,m,37,12,5,11243,1783,0.08642734297074106,0,11243,13026,11260
38296,f,39,11,5,11504,1590,0.0425693290525639,0,11504,13094,11401
38297,m,33,15,5,12178,1488,0.19556980563147625,0,12178,13666,12096
38298,f,20,12,6,12644,335,0.7026509175373133,1,12644,12979,12844
38299,m,50,5,4,12290,369,0.0,0,12290,12659,12912
38300,m,23,14,2,8792,761,0.4672464000917489,0,8792,9553,8280
38301,m,39,20,6,12441,1291,0.0274817444900712,0,12441,13732,12844
38302,m,40,18,4,11798,1423,0.05747058576689919,0,11798,13221,12305
38303,m,18,0,7,11514,294,0.7277720834751666,0,11514,11808,12246
38304,m,18,6,10,15473,62,0.2590880871125485,1,15473,15535,14949
38305,f,35,11,3,10207,1993,0.1612614969038609,0,10207,12200,9479
38306,f,20,4,5,10900,475,0.7449155458207465,1,10900,11375,11912
38307,f,44,9,3,9162,1169,0.0,0,9162,10331,8985
38308,f,24,20,5,11929,765,0.6307009801407201,0,11929,12694,10840
38309,m,41,19,5,11571,1389,0.05081107380167807,0,11571,12960,11944
38310,m,41,7,6,12486,1126,0.03107289885934597,0,12486,13612,12227
38311,m,33,1,6,10981,1843,0.1942772025816391,0,10981,12824,11024
38312,f,29,6,7,12651,1074,0.3649853830245648,1,12651,13725,14069
38313,f,35,13,7,12703,1321,0.14261052654088263,1,12703,14024,13606
38314,f,28,19,9,14617,445,0.23730804378471068,0,14617,15062,15032
38315,m,27,19,7,12714,886,0.44145249989187074,1,12714,13600,13771
38316,m,18,12,2,5694,121,0.17118649598530572,0,5694,5815,4739
38317,f,39,9,3,9686,1803,0.03178700347354181,0,9686,11489,10058
38318,f,26,9,6,10911,1154,0.5767960092005782,1,10911,12065,12037
38319,m,36,25,4,10032,1987,0.08905025340174412,0,10032,12019,8947
38320,m,35,0,4,11858,1641,0.16296205827315768,1,11858,13499,14281
38321,m,18,14,6,10182,335,0.6775891635739208,1,10182,10517,10737
38322,m,34,6,6,12773,1285,0.12737624465600245,0,12773,14058,12688
38323,f,37,4,5,11354,1754,0.1014122784822773,0,11354,13108,11419
38324,m,30,15,5,11016,1613,0.34701870469249146,0,11016,12629,10592
38325,m,34,15,12,15178,440,0.08782249174277303,0,15178,15618,15738
38326,m,34,12,4,11223,1821,0.19816659744298665,0,11223,13044,10687
38327,f,47,9,1,7800,632,0.0,0,7800,8432,8370
38328,f,31,13,7,11561,1574,0.30016951504021483,0,11561,13135,11335
38329,f,40,5,6,13608,821,0.05240386741344648,0,13608,14429,14170
38330,m,18,13,5,9887,335,0.6823412866429727,0,9887,10222,10345
38331,m,27,4,5,11872,1102,0.4896902196835735,1,11872,12974,12626
38332,f,36,7,3,8970,1880,0.08540492878134641,0,8970,10850,8966
38333,m,28,7,2,8277,1260,0.2783648572024492,1,8277,9537,9549
38334,m,35,7,8,12703,1321,0.12561052654088264,0,12703,14024,12297
38335,f,36,11,3,9557,1968,0.07002035725262983,0,9557,11525,8974
38336,f,35,12,3,9836,1997,0.09311718771979205,0,9836,11833,9792
38337,f,21,6,2,7265,397,0.301501968712323,0,7265,7662,7629
38338,m,35,1,5,12064,1567,0.11900676905233609,1,12064,13631,13559
38339,m,23,6,4,10880,785,0.676800341130122,0,10880,11665,10490
38340,m,26,10,6,14655,358,0.2729991110825381,0,14655,15013,14264
38341,m,47,10,6,13321,440,0.031001700653582404,0,13321,13761,13315
38342,f,39,7,5,12883,1131,0.031765299269431425,0,12883,14014,12998
38343,f,31,11,4,9262,1762,0.23926170988827716,1,9262,11024,10963
38344,m,30,17,6,10630,1673,0.34933827092383746,1,10630,12303,12877
38345,f,39,18,7,12991,1091,0.006003436471376383,0,12991,14082,12927
38346,m,42,2,4,12600,1006,0.05752500734504712,0,12600,13606,12445
38347,m,34,9,3,12224,1499,0.16641169436906855,1,12224,13723,13312
38348,f,42,11,10,14441,487,0.013823166813003229,0,14441,14928,14468
38349,m,30,2,6,11865,1404,0.33397231806237465,0,11865,13269,12693
38350,m,36,20,5,12287,1475,0.08097275464583462,0,12287,13762,12173
38351,f,24,11,4,10362,939,0.5894109573137335,0,10362,11301,10009
38352,m,31,7,2,8648,1644,0.18915481680070395,0,8648,10292,8861
38353,m,18,18,2,8649,304,0.4514291387512335,1,8649,8953,9348
38354,f,24,14,3,12045,746,0.6248588759329925,1,12045,12791,12348
38355,m,25,17,4,11769,901,0.6338884564589022,0,11769,12670,11141
38356,m,29,7,5,13290,868,0.2974494646582888,0,13290,14158,13968
38357,f,26,16,3,8049,987,0.33465374505686935,0,8049,9036,8256
38358,f,18,5,4,11095,313,0.7245004607776929,1,11095,11408,11733
38359,m,41,12,3,9205,1550,0.003819340831337212,0,9205,10755,9777
38360,m,31,15,3,11425,1611,0.2770921152625052,0,11425,13036,11748
38361,f,36,15,3,11255,1813,0.06449711366790842,0,11255,13068,11645
38362,f,36,8,5,12340,1455,0.11139206505855602,0,12340,13795,12232
38363,m,21,0,5,10507,587,0.7106849075462102,1,10507,11094,11864
38364,f,27,7,7,12520,939,0.49576914120610815,1,12520,13459,12183
38365,m,33,18,3,9610,1937,0.1704478607172603,0,9610,11547,10107
38366,m,34,6,2,9570,1970,0.11580196156262113,1,9570,11540,11684
38367,m,41,12,4,11361,1438,0.0,0,11361,12799,10873
38368,f,43,7,6,13835,587,0.005376438478379619,0,13835,14422,14404
38369,m,45,13,7,14665,317,0.0,0,14665,14982,14148
38370,m,29,12,2,7970,1282,0.2524832114365711,0,7970,9252,7897
38371,m,18,12,4,10556,329,0.7088954054248257,0,10556,10885,10870
38372,m,39,2,7,13675,845,0.0015205056800191713,0,13675,14520,14111
38373,m,33,2,4,10825,1873,0.1989692031680037,0,10825,12698,10357
38374,m,19,5,6,12627,278,0.6711026700272034,0,12627,12905,11807
38375,m,21,9,4,10792,574,0.7112664130715024,1,10792,11366,11501
38376,f,26,9,4,10130,1211,0.5518296633244011,0,10130,11341,9942
38377,m,28,1,4,10612,1444,0.45666329837149494,1,10612,12056,11890
38378,f,22,23,5,10929,669,0.719884143254609,1,10929,11598,12960
38379,f,37,1,8,13228,1082,0.05756587449510705,0,13228,14310,11995
38380,f,36,13,5,11720,1677,0.1164299646857604,1,11720,13397,12749
38381,m,31,17,5,10513,1782,0.3199779201883047,0,10513,12295,10020
38382,m,19,7,3,9694,410,0.671776737276558,0,9694,10104,9923
38383,f,33,4,4,12175,1489,0.1736268748393299,0,12175,13664,12062
38384,f,27,6,4,10740,1303,0.5081484469549595,0,10740,12043,10862
38385,m,18,21,9,14480,108,0.4099796939647027,0,14480,14588,15126
38386,m,35,10,6,12668,1335,0.11024284256842576,0,12668,14003,12314
38387,m,21,8,7,11690,506,0.7403443645620453,0,11690,12196,11518
38388,f,25,8,7,14661,317,0.3432730248961618,0,14661,14978,14552
38389,f,28,1,4,8560,1323,0.2943183062701671,0,8560,9883,9004
38390,f,18,18,5,10964,318,0.7248292143859292,1,10964,11282,10706
38391,f,34,7,4,10243,1979,0.15274097949541868,1,10243,12222,12375
38392,f,30,8,11,16852,123,0.052300629080540374,0,16852,16975,16615
38393,f,31,9,1,7548,1307,0.11726025329243626,0,7548,8855,6875
38394,m,23,5,5,13606,394,0.5089846359862825,1,13606,14000,13767
38395,m,33,4,6,12517,1361,0.18604002178926976,0,12517,13878,12848
38396,m,33,0,4,10226,1944,0.1952367888178306,0,10226,12170,9818
38397,m,30,12,5,10107,1712,0.30398416163811415,0,10107,11819,10133
38398,m,35,8,6,13524,991,0.07083064064586549,0,13524,14515,13236
38399,m,29,4,1,6531,829,0.0846101852831263,0,6531,7360,7436
